YEAR,SAMPLE,SERIAL,CBSERIAL,HHWT,CLUSTER,STRATA,GQ,PERNUM,CBPERNUM,PERWT,SEX,AGE,DEGFIELD,DEGFIELDD,DEGFIELD2,DEGFIELD2D,EMPSTAT,EMPSTATD,OCC,IND,WKSWORK2,UHRSWORK,INCWAGE,PWSTATE2,PWPUMA00,US2023A_OCCP,US2023A_SOCP
2023,202301,1846,2023010088860,48.0,2023000018461,150101,3,1,1,48.0,2,75,61,6107,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,1866,2023010090053,25.0,2023000018661,160001,4,1,1,25.0,1,40,24,2400,0,0,3,30,440,3895,4,55,82000,0,0,0440,1191XX
2023,202301,1867,2023010090093,49.0,2023000018671,80001,3,1,1,49.0,1,61,59,5901,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,1879,2023010090902,2.0,2023000018791,170001,4,1,1,2.0,1,40,24,2400,0,0,3,30,440,3895,4,55,82000,0,0,0440,1191XX
2023,202301,1897,2023010091724,40.0,2023000018971,250001,3,1,1,40.0,1,39,62,6200,0,0,3,30,4020,8680,2,40,7800,0,0,4020,352010
2023,202301,1922,2023010092666,66.0,2023000019221,10001,3,1,1,66.0,2,84,23,2310,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,1930,2023010092881,50.0,2023000019301,180201,3,1,1,50.0,1,83,64,6402,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,1959,2023010094313,21.0,2023000019591,230001,3,1,1,21.0,2,72,61,6107,23,2310,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,1971,2023010094672,6.0,2023000019711,150201,4,1,1,6.0,1,79,24,2400,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,1988,2023010095886,2.0,2023000019881,90001,4,1,1,2.0,2,42,61,6107,0,0,3,30,3322,8180,1,40,350,0,0,3322,292032
2023,202301,1996,2023010096266,3.0,2023000019961,140401,4,1,1,3.0,2,86,23,2300,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,2014,2023010097359,44.0,2023000020141,160001,3,1,1,44.0,2,93,60,6006,33,3301,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,2043,2023010098920,7.0,2023000020431,280201,3,1,1,7.0,2,83,62,6203,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,2058,2023010099671,11.0,2023000020581,30001,4,1,1,11.0,1,79,24,2400,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,2140,2023010104288,38.0,2023000021401,20001,3,1,1,38.0,1,39,62,6200,0,0,3,30,4020,8680,2,40,7800,0,0,4020,352010
2023,202301,2156,2023010105321,20.0,2023000021561,70001,3,1,1,20.0,2,70,23,2310,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,2162,2023010105570,54.0,2023000021621,40201,3,1,1,54.0,2,93,23,2310,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,2173,2023010106119,16.0,2023000021731,140301,3,1,1,16.0,2,81,61,6107,23,2310,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,2189,2023010106901,21.0,2023000021891,80001,4,1,1,21.0,1,40,24,2400,0,0,3,30,8740,3570,2,40,13500,0,0,8740,519061
2023,202301,2229,2023010108699,19.0,2023000022291,180101,3,1,1,19.0,1,56,24,2408,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,2256,2023010110139,57.0,2023000022561,240001,4,1,1,57.0,1,33,60,6002,0,0,1,14,9825,9670,6,40,45000,1,2400,9825,553010
2023,202301,2273,2023010110753,43.0,2023000022731,140401,3,1,1,43.0,2,84,23,2310,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,2283,2023010111048,47.0,2023000022831,110001,3,1,1,47.0,1,39,62,6200,0,0,3,30,4020,8680,2,40,7800,0,0,4020,352010
2023,202301,2291,2023010111565,45.0,2023000022911,40301,3,1,1,45.0,2,84,61,6107,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,2321,2023010112886,16.0,2023000023211,100001,3,1,1,16.0,2,66,23,2310,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,2334,2023010113517,50.0,2023000023341,200001,3,1,1,50.0,1,40,23,2300,0,0,3,30,4251,7770,6,40,30000,0,0,4251,373011
2023,202301,2336,2023010113647,1.0,2023000023361,280301,4,1,1,1.0,2,74,34,3401,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,2338,2023010113762,62.0,2023000023381,280101,3,1,1,62.0,2,70,23,2310,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,2366,2023010115297,36.0,2023000023661,140401,4,1,1,36.0,2,72,55,5507,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,2374,2023010115724,7.0,2023000023741,100001,4,1,1,7.0,2,84,35,3501,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,2383,2023010116142,3.0,2023000023831,140401,4,1,1,3.0,2,84,61,6107,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,2392,2023010116574,7.0,2023000023921,140301,4,1,1,7.0,1,79,24,2400,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,2400,2023010116914,13.0,2023000024001,50101,4,1,1,13.0,1,52,11,1105,0,0,1,10,7905,3570,2,40,12800,1,490,7905,519160
2023,202301,2507,2023010122097,9.0,2023000025071,70001,3,1,1,9.0,1,42,62,6200,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,2524,2023010122784,2.0,2023000025241,160001,3,1,1,2.0,2,93,60,6006,33,3301,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,2544,2023010123742,53.0,2023000025441,40301,3,1,1,53.0,1,63,64,6402,33,3301,3,30,2040,9160,0,0,0,0,0,2040,212011
2023,202301,2634,2023010127473,11.0,2023000026341,250001,4,1,1,11.0,1,40,24,2400,0,0,3,30,8740,3570,2,40,13500,0,0,8740,519061
2023,202301,2637,2023010127602,21.0,2023000026371,260001,3,1,1,21.0,1,88,23,2399,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,2668,2023010128877,4.0,2023000026681,140401,3,1,1,4.0,1,89,23,2399,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,2701,2023010130550,6.0,2023000027011,140401,3,1,1,6.0,2,84,23,2310,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,2712,2023010131167,52.0,2023000027121,80001,3,1,1,52.0,1,89,23,2399,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,2733,2023010132652,3.0,2023000027331,90001,4,1,1,3.0,2,42,61,6107,0,0,3,30,3322,8180,1,40,350,0,0,3322,292032
2023,202301,2751,2023010133249,6.0,2023000027511,280201,3,1,1,6.0,2,93,23,2300,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,2754,2023010133361,35.0,2023000027541,120201,4,1,1,35.0,1,23,41,4101,0,0,3,30,5400,5276,1,40,5500,0,0,5400,434171
2023,202301,2775,2023010135045,56.0,2023000027751,140301,4,1,1,56.0,1,79,24,2400,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,2776,2023010135089,58.0,2023000027761,30001,3,1,1,58.0,2,79,62,6203,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,2793,2023010135882,5.0,2023000027931,230001,4,1,1,5.0,2,84,35,3501,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,2808,2023010136978,71.0,2023000028081,260001,3,1,1,71.0,2,76,61,6107,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,2832,2023010138422,56.0,2023000028321,30001,3,1,1,56.0,2,81,61,6107,23,2310,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,2851,2023010139333,22.0,2023000028511,210101,4,1,1,22.0,1,44,62,6200,0,0,3,30,9365,8770,1,50,5300,0,0,9365,536030
2023,202301,2863,2023010139795,9.0,2023000028631,140301,4,1,1,9.0,2,93,23,2300,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,2876,2023010140376,42.0,2023000028761,170001,3,1,1,42.0,2,70,23,2310,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,2887,2023010140811,10.0,2023000028871,180101,4,1,1,10.0,2,42,61,6107,0,0,3,30,3322,8180,1,40,350,0,0,3322,292032
2023,202301,2900,2023010141381,49.0,2023000029001,180101,4,1,1,49.0,1,28,53,5301,0,0,1,14,9825,9670,6,40,26000,1,1890,9825,553010
2023,202301,2910,2023010141931,49.0,2023000029101,180101,3,1,1,49.0,2,83,62,6203,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,2988,2023010145151,32.0,2023000029881,230001,4,1,1,32.0,1,40,24,2400,0,0,3,30,440,3895,4,55,82000,0,0,0440,1191XX
2023,202301,2997,2023010145710,13.0,2023000029971,250001,4,1,1,13.0,2,86,23,2300,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,3012,2023010146282,55.0,2023000030121,120201,4,1,1,55.0,1,23,41,4101,0,0,3,30,5400,5276,1,40,5500,0,0,5400,434171
2023,202301,3017,2023010146669,9.0,2023000030171,80001,4,1,1,9.0,2,84,35,3501,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,3048,2023010148239,23.0,2023000030481,70001,3,1,1,23.0,1,89,23,2399,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,3051,2023010148342,48.0,2023000030511,280301,3,1,1,48.0,2,83,62,6203,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,3052,2023010148406,58.0,2023000030521,40201,4,1,1,58.0,1,23,41,4101,0,0,3,30,5400,5276,1,40,5500,0,0,5400,434171
2023,202301,3053,2023010148483,4.0,2023000030531,170001,4,1,1,4.0,1,40,24,2400,0,0,3,30,8740,3570,2,40,13500,0,0,8740,519061
2023,202301,3057,2023010148609,52.0,2023000030571,140201,3,1,1,52.0,2,84,23,2310,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,3065,2023010148836,41.0,2023000030651,10001,4,1,1,41.0,1,23,21,2102,0,0,1,10,4640,7870,4,23,17100,1,100,4640,399041
2023,202301,3083,2023010149745,81.0,2023000030831,100001,3,1,1,81.0,2,66,23,2310,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,3136,2023010151985,49.0,2023000031361,20001,3,1,1,49.0,1,47,23,2300,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,3148,2023010152601,7.0,2023000031481,80001,4,1,1,7.0,2,75,61,6107,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,3186,2023010154119,58.0,2023000031861,20001,3,1,1,58.0,2,72,61,6107,23,2310,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,3195,2023010154353,54.0,2023000031951,280201,3,1,1,54.0,2,83,62,6203,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,3231,2023010156092,38.0,2023000032311,140401,4,1,1,38.0,2,89,23,2300,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,3251,2023010156903,30.0,2023000032511,140401,4,1,1,30.0,1,71,24,2400,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,3275,2023010157911,35.0,2023000032751,40201,3,1,1,35.0,1,89,23,2399,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,3287,2023010158340,27.0,2023000032871,260001,3,1,1,27.0,1,47,23,2300,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,3298,2023010158802,50.0,2023000032981,40201,3,1,1,50.0,1,93,64,6402,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,3299,2023010158808,6.0,2023000032991,10001,4,1,1,6.0,2,93,23,2300,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,3319,2023010159732,56.0,2023000033191,30001,3,1,1,56.0,2,79,62,6203,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,3375,2023010162743,51.0,2023000033751,200001,3,1,1,51.0,1,88,23,2399,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,3403,2023010163952,25.0,2023000034031,250001,3,1,1,25.0,1,39,62,6200,0,0,3,30,4020,8680,2,40,7800,0,0,4020,352010
2023,202301,3417,2023010164663,7.0,2023000034171,80001,4,1,1,7.0,2,74,34,3401,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,3448,2023010166033,54.0,2023000034481,140201,3,1,1,54.0,2,81,61,6107,23,2310,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,3469,2023010167131,46.0,2023000034691,110001,3,1,1,46.0,1,39,62,6200,0,0,3,30,4020,8680,2,40,7800,0,0,4020,352010
2023,202301,3470,2023010167142,2.0,2023000034701,90001,4,1,1,2.0,2,74,34,3401,0,0,3,30,0,0,0,0,0,0,0,BBBB,BBBBBB
2023,202301,3488,2023010167778,62.0,2023000034881,60001,4,1,1,62.0,1,52,11,1105,0,0,1,10,7905,3570,2,40,12800,1,600,7905,519160
